docid,language,num_cells,num_code_cells,num_md_cells,len_md_text
NB_8847ca47431fbe5b4ed5487395e1dabcda11d516df7011fa9572c4c3917a2c3e,python,58,36,22,22
NB_3315352bcc95960ca75af450a3632bc2e26c40c5e2e86ecc8572fab9b164196c,python,5,5,0,0
NB_557bbb6718e75cd50b4d82c1788e16c21b82c3905db8029fae0e5a7241132717,python,16,16,0,0
NB_30f6e32d84dded5eab8ed7a1d3cf5e202e45b3da40d3c235ff0530f092fcdffa,python,1,1,0,0
NB_229ef9650d00fe7c74e4fb503e20d025f63e65b0f72b3e4c7209063c050e3115,python,23,14,9,12
NB_65543da5191dd92e9cfcb87e5d2f835977f3f1ddc22a5fa24a4b5252f30ee69f,python,58,21,37,405
NB_79e52f69f2d46c2d633b99db42470e66733614697176738123b47ea72c6267a8,R,87,36,51,58
NB_d394780f5bc75e565d076027481a676569f0fb1e5a4ffdcb16e05b4d820ba940,python,37,36,1,2
NB_a98cdbfcde29ffe5f378eb421a8afb12f0bf43939b4e587cf4a8df6d2c1bbf37,python,7,7,0,0
NB_463ba2f5a3139669ef2fdbd3b825d932b53174017271b7fffe0ae2ade7c659f8,python,19,12,7,7
NB_1d9866ac0dea78ffcd57c0a7055abe0e86f8ab4aaf5889a362fce5726399d7fd,python,11,11,0,0
NB_3bb14bbdba8e2cce55d131eaae8b321110acf0a7e9b9f4f3f510b1593006e153,python,11,11,0,0
NB_d841b84e5cd5a3677ad6e81ecf9e2e3567e30c477aedebe124bd827770b310b2,python,46,27,19,238
NB_cd4ab0c62b09baa8d2ac7dfceebbfe8f4eb6cbe295c0ac1cc731969a74ed1481,python,4,4,0,0
NB_780f91f27b6dfeed4935b931729365c6b8fead8bba0790f82bb472bfeecd2125,python,117,47,70,135
NB_c527e1c71970a5f8aaa3f214f6b6aa2e6fd0543d9dadf10640df0a56627bc930,python,49,38,11,31
NB_5fc88f5c8f06ee77bfebd175474751d3b043f7781cd4c01fba8a2393ec39f0ac,python,8,8,0,0
NB_4e9a8ad6d94445136fd80955d28e312f65b896940abf85705f15add19d93194d,python,14,10,4,4
NB_1d4a4b71d8259c697e2f01c6e1e134be184e0ca04025dfc9efed3d4e26739236,python,13,12,1,1
NB_98ba2dfb32826ca7309bf8badcf99910ac1330dae975d5147cbf67e96da6b8cf,python,79,55,24,36
NB_7c4e5902363a2a0527b8581ee1e09a91c11b6ed7139f8841ed02bdeddbdb8eb1,R,38,26,12,14
NB_0e7be5107c68a708f9d636ef7ec20048d29e24b36791a50a7241d577e2245ea6,python,34,18,16,34
NB_170bc1bb0d1d940ef0b7208d237212cb05e97b375e9475ff44c9bcedd61c7290,python,12,12,0,0
NB_a2143162947cb56c6d16dafe702405c6593d8688a4c0d67aa3480b6f1f837b87,python,48,42,6,32
NB_b3055d32ebde189ec03cbc0a64a1ba85a603c2c880cf34247a1fb63d552cfbb5,python,91,61,30,36
NB_0f6509c443c041211950947ee5ffdbc48042085eca3cd24987ca80b3a0696a20,python,32,26,6,18
NB_33dfa2185599a224704e61bad005209be7040f3b021baf1bd07f4848bc31c9e9,python,28,28,0,0
NB_ed4c366cea17836b1ddb5555a7b936e2eda63887e8b60c7f3ce558c33bb564ec,python,39,12,27,226
NB_58add5eeb7a67ba14fe793a8fea4d38a8b8df0b753e30ca12648316bafc93664,python,18,12,6,17
NB_4a9bd6e009e8a977efe05b16cdfcc2857d7df204d351eee94b5614c0a44e218e,python,24,22,2,156
NB_3bd67346baa515dbd9c578ad07c8bfa8159182f000f726f880e6ff181cc7add4,python,27,17,10,138
NB_b4af3e7ffb8757d64855e2b332887b7a304564209b961b8c9bc0649f02200c5f,python,20,11,9,28
NB_2431738e8201d6432ddb5e2a519eacb4ebac6e3193b753fe15d9d641a8914bc6,python,28,12,16,497
NB_53ecfa92bae1b4e36dcbce7f8dd2dedcfc7577da2d21d83c85485d4e031fed1f,python,9,9,0,0
NB_c736a78b2c8f2430adce5ec2916707c478114a118bd242a592090bcb1254f90f,others,51,29,22,23
NB_8d5f71cba05e8729985546881c4210ff78f357dc93b70d89b89f156860843d41,python,49,39,10,10
NB_e455b25cdbc436c2980275f8434e7e77eaab321cab7d52b1079cd707a3411098,python,69,32,37,622
NB_b2845f9be2a43a8d6b8ce2b58a96ac0d98433f01abe57ec8de87fba9fd89fa14,python,26,20,6,18
NB_cca5b865d367a06e98117a1ccade0ee30350834d5bbabc23dfab367ae069cbdd,python,5,3,2,4
NB_33f4956b48192bf99e6ffe4e7bc59f897526bfe082956c3a7789f83c8fc3d882,python,17,7,10,187
NB_8fb47ed308a5a9c5ffbbb5dee51c15f10a4c41db379c8f38bcd7f9bbf21a53f7,python,28,25,3,3
NB_1921c8c9a027fe055e0f5af13e96475fc39b2aa3a1b7f528c1ea8105b89c5b03,python,23,19,4,4
NB_760e8857308f488a2e2fffbffde028a888e5be2c6d6f94f9fe19ef9c9e59d3c0,python,38,29,9,24
NB_387355803e6975deaf39a9c96170bdf184a76f51415a832d98378f78bf1b8202,python,2,2,0,0
NB_76587dbeff373625804b0141fc9061da493cff1526faa178820b8ff087690f95,python,82,73,9,9
NB_5952e1199a39d98ef60211f3daa0d0110ab46046392da10a9a4cf3b62977c05f,python,4,3,1,12
NB_f321d66e949bf7ad9dbb3e48011d412725a20e46537a582a31e65b7926777749,python,13,13,0,0
NB_c9bf8db4421d022d7fb863b8b7a978329df87dc682417957ba7d87774dd8afa5,python,11,11,0,0
NB_01d99788c5693d5d808a834eec7ba74cd50cd9daec88b64f9b42781b0b7db46e,python,22,12,10,113
NB_ce12962ab5c7048a8c9b1aa3aa060a61bd4d947f6bec9f656099d92c1ffc182a,python,17,17,0,0
NB_c3bebfd208a93aa06209464ca8d1e89cbbdf9064bb24544797677184a7dfd010,python,13,13,0,0
NB_ed9b73ab2046af79361aaaeb06b53d44811a9dfbe46f1e24f5ff8d096251c203,python,13,8,5,38
NB_51bba394416ec37ac201280e0f73ec1410ea5712dca868733a896f2cc4ef545e,python,34,17,17,191
NB_09943549560db9d019b61b36edefa64213a7730186eb2087228c9519cf1620d8,python,30,14,16,149
NB_be4df3ccc597758498a591a8c9cbd1fac142ca7fd0f683f42de5d62911e4a3fd,python,34,34,0,0
NB_b1b1b152f850d1f8739323fe9ef45c9fbc415acd996e62726ac4626ff5333a6e,python,80,63,17,21
NB_d61447025220aaa16c6e170f89311279854e26d9dc78fffa3e91a0a5699899d2,python,9,9,0,0
NB_ce492544d00874ca1fc61e7364f8cbc54f64341428d6fdc9ec1886cb4851e200,python,19,9,10,52
NB_40c80f4fbe963164d37ea8af9d032203bb5c58f542265b5be219035ab1d7e81e,python,8,8,0,0
NB_8eee3c6e541fd9c53ea5885a799ddc87f5a09874d32ead0dfd18439e70420e63,python,71,31,40,111
NB_58bf8447aac9bb67d475c016ea1fc1d4664597383f698c060fe060b680635f1a,python,40,16,24,115
NB_9576ac3391a7304961d0d6f8fb7fa4751f9388caf28e4c845b67f975f2f4d6b7,python,21,10,11,101
NB_b6e2ade69437a22bf45997d24d94c434a2ea6c3e880cdbec4f31f258eec0250c,python,20,20,0,0
NB_321b732874c9249f4e4f839752eed1595f7a64dbdcc191336442e9413c29a57a,python,29,15,14,91
NB_b14e2cb2a30940f72dc50e0f2339ffdbfa5d3bb692c06d5787a6e0f2e46d25a7,python,22,22,0,0
NB_807291ab00bb0cb4b03ee5b6824f39b4ca8e91a6380f8536a6aa34646f0c8e02,python,31,13,18,19
NB_7693be8acb400b7bab54b487550489be624f2bcd7c91237a9fa5abd97c19c4d2,others,5,4,1,1
NB_cd807f8822ae21c9f31a35447256ed0ab8b91e4640ec329c581c22d47f0f57c5,python,51,41,10,14
NB_91a85f93b73ba6550af08e3db2937f43e6af1407fea272403cfa910f933db0b7,python,84,54,30,41
NB_e9876d82d7d9bacd28c3ac019203cd2c66084aef7042b6118750b6ad2ba0de61,python,9,9,0,0
NB_098023190721a65de82a75f877d0adf87c575210a294b660b6374536c50f49dd,others,44,29,15,21
NB_0aebe77df2ab6af0ea760aa14cc46fdf515c22c0840a69c9e732083a74a0981d,python,41,41,0,0
NB_1b1a153da74ab6592fa322a5679a6e27e1d49a29c95a30dd85bb047cc07bc872,python,7,4,3,3
NB_88720d29ed21aefcda45d00fa9c36588f106671134253e5fbc1bf8a3e8a6b88d,python,29,29,0,0
NB_0bb94c84131dac506a8663755953dda036050c5fe3168e19292746040284907f,python,42,34,8,10
NB_3e9396edaed2cec335e44765526fdad9668cd5a75dde77154a4d84af4017290f,python,3,3,0,0
NB_91e47709fb7dec5a87162577a1b93e3da145c807388fad2ca6305812ac537c94,python,23,12,11,31
NB_3a14cad6ff19be08786f76a00ad5ba569d36449caf98b6babfe6d6e894720b34,python,9,1,8,246
NB_2a22131064d1f2ae76187240d5f0f87afac6f91fafe714adb7479fc645116ddf,python,39,20,19,68
NB_2f75c1b5e36a914a76536d10688dbed1224c258de648a60223547a41d2ef53df,python,35,19,16,40
NB_0a78a30bc1a8b26b92082e62a0bd089e7504f7603423285e8b7de896331b971f,python,3,3,0,0
NB_983b005df038de1cb8f3ca723e3dd16c6a6e2155c4394a064ab7a9f38eaf76a6,python,24,15,9,11
NB_2ec5af17ad2ca3a999ed136227bdbd193ac93c202161b4174bc986b5ec8142ec,python,4,4,0,0
NB_850e969e99012e7394d38ff455f67804fbde5e8a38536852e129c24e992bc6db,others,7,7,0,0
NB_b92adf938d72ea0653e3de25fb7486a1d9f211306bee7e3dafe547864c5eb12a,python,14,14,0,0
NB_26d8f53fdb66811b2fb23eaeb0c421bf168332306a3af187eecedd5b28279dbb,python,7,4,3,3
NB_7119984772d4e4133e296bc1d141f4aed77c68dadb1500e44be17135058f11d4,python,18,12,6,6
NB_afd46da170e6797c2fdade57b9696650b93d22ecb778581f4e512219a02daf9f,python,43,17,26,230
NB_597493125588061b5efecd4f49dc69aa734040ebfa1a24a4a6ee39d219120e4b,others,12,12,0,0
NB_11668ef9a5aceee3683535824f2672bdb577a7ce26ac86557c1a741aebae9dc3,python,13,13,0,0
NB_9d9c64ccba48933b6ce70cf1cbd81e958854df10f5cf359937e1ee9cea0b158e,python,21,20,1,5
NB_68ed2834b81511508da4034abb862979f9f42863a856c9d50d5f9ae5ae0497ca,python,37,32,5,10
NB_235cb2dca0c298bf8c9eaf02bcb9c64c48bbed1e3285b70f6d2e73e48aca6135,python,3,3,0,0
NB_ed5b37e01479f87b298060155e7ffdd36be359cda6644b3a7990abc2ce93ab7e,python,15,11,4,16
NB_465d9fb6d79d15a2c02e683b6c053830f85531086fd06c85cc4d764b583b3cac,python,75,48,27,27
NB_3b71adaa57e926fc178d061ed2ebe3677449018b075b448e2779afefac7ba939,python,34,19,15,25
NB_9dbe7393bf2975faeb707981deda782d179af9df185ecf0c2ce4c35c88426929,python,35,13,22,257
NB_89f935e27357583da03f169179de02bed8ebe48eec3a414d71ce740e973fc6fe,python,43,17,26,230
NB_30783df662add10abbb6969d5f79bf753efc9fecc485c565a6840d1e0dd32416,python,4,4,0,0
NB_f4af83866dfbf617b60e3c0e27ba474cf06a0f249b8774f6a260d2ca8061098b,python,11,10,1,3
NB_922906149a38823fec703718ed3622443c21bf2f00837c3909b34f5bbfeff38c,python,193,173,20,20
NB_0326d1332d17044722dd4c13ed59a43d8dc7bdc1d6bfab526c733e0ed1accdd8,python,11,11,0,0
NB_c4c8694bd171dcefd7250d501ca0a666c7bba4200b5d573e4a3b9c4d8714d1e2,python,40,26,14,14
NB_735df44fa08741f9f1cc637eaf0fdccde601fc231fe0c37289de6e7c72610ed8,python,14,13,1,1
NB_650ff43991513cc5ca8b254bacb04b034f274ca5e051ad8461744af3f20fc1fc,others,9,3,6,9
NB_eecb52c66656daf41c00c971f72b05a517ee78e4b748b5d22ed0dc315054861d,python,3,3,0,0
NB_8f80ddf681c8f5c426400ffa4dd8834c82ac12c6734cb4c0e3fcd36ae6c49381,python,478,363,115,122
NB_7f9d1b67dc7c38f33a132327a241e2efb941ccb2981c6f3fe622ad0ab37c05d5,others,79,78,1,2
NB_c39a6d98210cb828e67631f565b73b49d9c0c4a26c1fb9ede3cc20d16b290066,python,35,26,9,23
NB_eaff0001f2fbe7259a99102729537c90054985ce1bd0eb6e8365196643bf58af,others,7,7,0,0
NB_5298520b662484ef3c8d63a64b66dfb60f8a9ce8e9677db48c00861dbbc6ace7,python,4,4,0,0
NB_d5c1a6064290d8fe00a3f9c9518cfd7bba4e1ebb4d21c8c682f32365c6b75ce1,python,31,31,0,0
NB_74b7b67e1ffe315a164eb4ba64ab0c5f8849c4efdd04c6499f7e93011887c277,others,33,25,8,8
NB_0f84bdd7d21d7157eda52f3ac57b4efa0ab4dd020604bc80407d1fa73df46008,python,32,18,14,128
NB_a06da5c1d9a5f1229773613ed95f0d451d5f71d7e1a8f4e91119ff2acf91d2e1,python,41,20,21,243
NB_003a06284c07027ef4c1454dc9b7492fc2d38e892baa0ae9a44a9fb7a9ec711c,others,27,23,4,6
NB_236442ec53352efc6e6d250dd3217d9bc419ad060740ea7b1b9942cfe7103ad2,python,56,33,23,56
NB_ded3e4fc9119176407a073beeb5638eb594fedfdd2765af852bc9d692df83625,python,20,10,10,59
NB_69ff2def07bc563264f07490d13eee641f309cebb0e837816ebf4c358f8011ca,python,10,8,2,2
NB_94748dce1148c6750db77b790607955b7547f8e7a6df26e064b19d9383cf4b46,others,95,67,28,254
NB_d6690362d2e039f2cea4b96bf2bc3783be853c8a4484664840163302e0c76f97,python,42,22,20,47
NB_504eaec6561236b6d15d98f399c29ef0c37077446b906d59d1595cb523351e1e,python,18,18,0,0
NB_9d55263aa80d505d0c56808d4c5945f88c9836c5c6c068d5ff08c6c95dd5b7f0,others,14,14,0,0
NB_b3fad393b7d8dc72750236e00ce1493c68d1b26d35b42e432d088d5c6614783c,python,212,112,100,508
NB_e963caa4f5674cf5ef8aa4b36491ec5911dbc0fc714ed4fa96fc6984585f536c,python,8,8,0,0
NB_8ab0ac57b842749da9a94b221f077876994270067f36e49506e6f17695ff90f6,python,6,5,1,1
NB_449be9eca0fdaf71021485c9ffb7d473136f4151cfa601174b130ca4d473e568,python,40,26,14,14
NB_ecfc8115eef7dbd6990b2688acd5cdc4890d8c1d469b45c318b9330e2a011010,python,33,15,18,38
NB_43afac3d91180ca16d0ff2fc48aec59c5c5773d4471989d865e23713e0b6e3e1,python,57,57,0,0
NB_fa51cdc5dd46873204db95f2ae9ea5ac8df0b06f7fb0515da2f218be437d8e81,python,18,16,2,2
NB_8b0ea1317eebd9d8ba74572d8683267f0ff27a8221f71eb3a589ab5413ef54ed,python,3,3,0,0
NB_e21dec993315ec8d3e9d703823298e60517826450d12d20703f06a90edc6d8b0,python,53,40,13,15
NB_2bd768d716d5709345d3af020c0ccf2cfb4dd71352bd2c7bbe3453d3b5ac0a4c,python,10,10,0,0
NB_46b92cd30460a7c2885b4531b6597bba63557a79bcb7f855385a6ea7a3828e70,python,26,14,12,65
NB_e3eb53273901ad3fe9e55bfb88aee4c853c994e87fd580ea56be365ee4593031,python,20,9,11,11
NB_7fe2e55afe9db2562e176855f0a4f97eceba6f43dff38c29b5079feb8ceb6270,python,4,4,0,0
NB_9d88d94d40bc6790995b8ab45471cb28f53d62dd47ce4c6d26174c23c51865a2,python,53,23,30,453
NB_c9cd0ce7e9c3e74e1a0befb01176ca2ccd9bb956f575fea4589a9752ffca286b,python,11,8,3,152
NB_6748a7226746d6af858fb9abe8daec27b22d119a3b515edbbfe0b17bbcc02123,python,71,69,2,2
NB_df0d126acd11b41f812f0cb10f385f605cc8896e621235aabee801a276423496,python,18,14,4,4
NB_15fcb333b0bb59387e31fa9318e5a026f901c126f4a602405e33444b7931a726,python,23,13,10,18
NB_8203156afb088a984def6e5e917d00c36bde27ec824727af3c5cb18c1a0846ff,python,102,82,20,171
NB_cdc777e9269c62b7cc5951457551a0d83ea86f20ba4a5e0f98bc125f52f299f9,others,18,18,0,0
NB_b1dd229a35dc4a46e42d495fe3a4ab78a909633b2a1e807927f14b4ed4489dc7,python,26,13,13,71
NB_00116341e252f39b63a6bce19b2b9fe147acb921709533f289f57aeea43b2fe6,python,12,7,5,37
NB_cccafc3c30b9a8aa68aea5c495e8c51ca4b5b6e5affbbc8b41ba8c36d4b20e8d,python,36,15,21,251
NB_7c463617cbdc9b5d4b0fa5cdbe40f22a85d99c5cb3faf606c5c66402e9a9737b,python,59,28,31,378
NB_5e2b8b90a68905089c386e66edb51bf97b1555676b39fb34f2fc8711b93cf940,python,1,1,0,0
NB_f6c210b0e2d2fe907d857116d756ed45dbe6c2812d2a955c7ad21821030593f9,python,8,5,3,3
NB_519fdd3264b01b2b5352e01a4f2cb3a4d88f881141a44f790b3476ce3525defa,others,54,43,11,22
NB_9090817ef2c3333fd8783e7ba5f349d9db3b35d05335f980d8b59d394558229c,python,15,14,1,1
NB_ecb5b71f2e239e0cc90605c319b4bde62466270a62ca6ac20b1fc476732c17b5,python,1,1,0,0
NB_1bc7da25eedf58d4e2a41973c491f2f6bf990449c3c752c8be8d9a560bf25638,python,23,12,11,65
NB_8519def5d1b0813ef4d08128b1182cec91dce6d05294a45b63ead98bffc7a868,python,12,8,4,4
NB_2bb89047e5afd4895e0f18addcb0c49a069527fab0febe017ea45623a599fd35,python,30,27,3,3
NB_edec6af3ca024824109acfa1b8e0027171885bd3fd2900ff069ce17ff4d7833a,python,2,2,0,0
NB_ac7707ef621843723b558709db65697d2d89b24efa2666f5cb79a004be410a6b,others,28,24,4,4
NB_3fb7a8805561cb6f99d959c59570697aadd17e363ed8fb31e63a9a0645490be8,python,6,6,0,0
NB_a7645590b1394fc2a930b60e62fff8f983f04b126a2afec247231ca659d3ab6c,python,4,4,0,0
NB_e454f8fffd3ea10280ac29fb81bed0f9b3b51289ce6167d25fdfb8fe17930002,python,10,9,1,1
NB_ae3e0cd8b62d3687e5c75796c34de4e6866a6498614820ea563b129b67f758fe,python,41,20,21,186
NB_cd7d5daaf5bbf16ece322375376797b3e4f15d5745689861261e44799383dfde,python,67,35,32,38
NB_7264b76cb98856ee13dcafc6f61f177fc5fe1d424bb65e06aaba36fb3d24a096,python,18,11,7,12
NB_64eecb19f65721c71bb75e2d0797ed2100026864e4145f7d08184cd4ff0d6254,others,33,33,0,0
NB_0775f1a50b3bd4e9443e038bee56985787c8c746bebd935cd828c187b4d25d7d,python,3,3,0,0
NB_c399273b67c576d63b9b870157c2052b9518a1f0fed77e83941440337f5ec4e1,python,56,20,36,391
NB_dc2856994dc87f7bda7e16e707e59e9214b5b68624d369986a6d5557ecf9802d,julia,5,5,0,0
NB_299bc36886bb2570d3bb33c3ae811a2211038aebe870d29fa86473db37d2d0c3,python,60,37,23,112
NB_d38425093bf0004b94a4d57b7a7d9f708ae3cd2edd1c6801e597c15f1b7658c1,python,10,10,0,0
NB_90a6df7126d633ccd94f6de4bec167267bc35048617a35949d4b1dc1d080cc14,python,46,25,21,273
NB_ccbecd53a4d733e90e846b8613c020134a4675e2d0146993f04abb857baf9e21,others,30,29,1,1
NB_bf162b29f2015787000165e96317b97608af9fbe58f7da675e76de4b6208567a,python,5,2,3,5
NB_f22e8141bf0e81ad53f7d88c5ddcf404fbcae8715a5788c5e770d5ddac8a75d1,python,29,29,0,0
NB_4b42c81c818f5f5a23038c1219cda6c46b7147af6facdac63fd203b4e96e8647,R,69,23,46,147
NB_93986c4789ed026657ccdd43ff1be48460ca8f8adfd0fa055948dce5ccbbf21c,others,19,10,9,46
NB_2eb5f00d9cb03116b0e889a574ff7bd2f0250e6f15c65351024b56bc72e35dcb,python,32,16,16,118
NB_c191575b0437b74ba500fd8e4043d218286526a668ace6f7ed2b7711f2a02d08,python,86,70,16,16
NB_678e6dc0fad7d77b911e9c02f892f17937d484970b55f4714e73a636b2dd1ad1,python,10,10,0,0
NB_f69e56d22b603911bf653539ef15e70177218fbc7fa3436b1e541442331d34c1,python,50,38,12,12
NB_210f9a6b37829326b4b662bc69fa1d599082b7edc9bb86e9d98d61a5fa8466b5,python,25,17,8,24
NB_470795bd74e226cedd40c099dece2f3d4d301069f50a27c2050c79485a6955d3,python,26,21,5,5
NB_c6244fccf86b5ff7dd92a73116b7ee329b465fb10150d6ec8eabc388ae2dfa7c,python,4,4,0,0
NB_fe7cf011bd8e252a7644dbfc90a6b2c9622fa64d0de58f2b63fe53a5540796be,python,12,12,0,0
NB_531722b995b9ce30598f3f79e27eb5184d6887c96265932dfc8261e778632f4c,python,79,25,54,224
NB_18f703bb4efd7d87b9a0221cd09f144834186b0397f07f57cefe89d104cddde1,python,3,3,0,0
NB_8dec8ba4f168880587f1b8e37ddbf9f0ae30b39617581ade21b7b23be92f4038,python,18,18,0,0
NB_8864368cb73231321c1f93603eb7bc4c978fd7629443cd64e5a01832e6af8546,python,30,26,4,4
NB_e98b1fe78105d33f6b8992e55e9d49330c8e97be963a6d07c7fae4211e34519d,python,1,1,0,0
NB_c8e828454603c1baf408b8792451bd286a809b6aa141ab0c3e94a12e1a9533a8,python,26,11,15,273
NB_9bdcf8e9e237ab1816f450d43997ef8a167f053836a19f6ff04ee475a1f4220b,python,54,35,19,132
NB_bc43c81e34a48c8e8de38026be33a0b817220c9f80b94b6d82d1bacb3bc976ca,python,27,21,6,6
NB_8d4f76a4ae59138de440d0e000f03a0e8262e17b8eb42422d625e7435971d99d,others,82,55,27,42
NB_baa037e5f735011791ec34cf297a8eb3aea616867e08fd423aae3be1013b5fd1,python,22,4,18,65
NB_b488aa15d48820babc3bbf4597359b75725ef788ac3049d5d9be6536d7785668,python,32,15,17,204
NB_ba51b20fa76f452dc3fca3420ebd29205f4cf99b6e61549632d152cab08bf683,python,10,2,8,24
NB_585530731b7590cffe891af61b8bc1dc904c76a009eda17ec4a63030980086db,python,46,18,28,466
NB_91bc5d877b6866bbc746c0e76e3171ce11f5bfdcf6902beac04aff0914f91ce4,python,11,11,0,0
NB_be027206dfb68b0252662fc1cbcd31d44dcc32ff4b9cef6f80c1a074e56b6ab3,others,0,0,0,0
NB_1a13c8107cdefa278ebb567d5ba836c4e9e69f8e7497cf207b5f2378fac95b88,python,19,9,10,29
NB_c37c1479621f7f361c17ea21ea7c83abdc58e33eaec776b598e3760a7f31635b,python,34,14,20,300
NB_914a71b53e465c07781d14b4e32491b787a7d8cbe701fe6ac33ae3b1b1e87841,python,45,26,19,26
NB_4535c88679aed68ce7131e0bda654c3c412d976d640773bb7a8e624a87252005,python,4,4,0,0
NB_736b66cbad7d14249a908edf21a2da0de2453298a6e82f9f19e546b9315ef2eb,python,68,29,39,417
NB_60b5cc71659fe8740998fda3e060d9e164412c0e0507643588d2dfe91f102b8c,python,12,12,0,0
NB_6ee19e9d136e1c96d2389bd2b5d0449e663ccfe3322cf2879aa6bac4d727dc1c,python,8,5,3,3
NB_c857da852051f463ac74d5ea25676f88353eaacc7116eeb1264a558b1a3af127,python,2,2,0,0
NB_18b093eab00ecb66875dceab06f447b5b0599a13421ea75474d1713e40d6c852,python,7,0,7,196
NB_57b7da9d20402dd06a8819e0b9a09a73eeeb0f9724bd2a3098490a6720be43e7,python,24,13,11,37
NB_aee10f31713a6c3ee9569867516b2b498cc21f148f04e7c7b8b8e48b073bc414,others,73,51,22,30
NB_c4903f9cd21b24b747d7f5c1ec2eb58d93be705d5d9aeae1ea0883dd773ef6d9,python,9,9,0,0
NB_c39aa10b8dcbbab0ecde01a63b1e00f81ca22b2c0f4a90a7f5185322867749eb,python,3,3,0,0
NB_5b70c1800e039e5dbddc1c7c3940b5a0b23e7ea26bc49b3a48c2f112f3c77c5c,python,23,19,4,17
NB_d08d243f682e30aa8e7644875329a267998b61f039bfbe9eb8a5dff6b4c0e789,python,20,11,9,59
NB_6af73cb9dfd5b4dda7fedea85e298090d8daafeba0531e69ef5290e5371c4288,python,41,24,17,102
NB_584f7d5e37729f0305be8641f384cb50b63f384b78496a6f1a01ceddd065637e,python,46,27,19,24
NB_48f2d1d31e918e46e9d1c361ecf948e41d0f94efd821faa3eba673fc895739c7,python,72,72,0,0
NB_d8a8630ed9754f54453fe5074727a6d8eb76678361ded975c2cd4049284b8323,python,44,37,7,7
NB_8d984137a98bc37a461bc79e20e3f97d4f11976122e40689d3bb92e07809844d,python,11,11,0,0
NB_060ad83205ed01b5b990374cf8b74bf75bb3f76e85f332b6b957a6cebee3086a,python,17,9,8,44
NB_9ab8b9700e227a47be015f280bce24056a0258532c9e3b217d0892370b20ea6e,julia,7,7,0,0
NB_1a449ed86657c6a34e6c3d7ddc9ba795aeabab7b566a507d5eaf86ba4d7224a6,python,35,35,0,0
NB_bfd2cb334c01f202025cde6c7a2a6e2a0a7c00e1e703b698759a91c49ba55a32,python,4,3,1,22
NB_93ed382d93fb54613f32f626da9e17d2fe5380812cfb821e1104a8c95e80e48f,python,8,8,0,0
NB_a1fbc919f662d59268d20fdd345ff935fc332c424024cfb66eb6fffc2188b0fd,python,18,18,0,0
NB_8f14e9d90b97c43a1bdd8050babe7453bd404c641936390d50c3ef81aa376c94,python,3,2,1,88
NB_3ebc810d8303a91d244b4731ba3c8fb36f699369b3ac15bd984a6d428ffee43b,python,8,8,0,0
NB_d77f15069cafca37f1ee0ac459c1a9018a89576584cde4cb47ea701740709cfc,python,8,8,0,0
NB_90fd81ee508cf6491de29b45caf5e7083ec9eab2a8e46c8e3940ec7d230045c0,python,10,5,5,30
NB_f0d5778c6d08d94c95c21a5a7363193f86615b2af9d248a4683c7fef7c6d45f3,python,32,17,15,83
NB_8ecc8bc845403e08ab8e1b5c247a041c2711b022392f3da6659c5f64c652ed6d,others,0,0,0,0
NB_3c1a4c04b0aa2088c9c67fd02f79a1031d5e196c18627a0085b609f7e1731191,python,5,4,1,22
NB_5d1f645076abdc5fa0f0e521e8c657eea5a94d7b0ff22e2aa34d8bdcb83ee0eb,python,13,6,7,9
NB_e9f8724e223ea70c32b7e84e2dafe00d34a516c23fae5b0ec3855ddbba5e5810,python,10,8,2,6
NB_000faf57d34e7380cfe664471b01c42ef311c21fd4646670c4a839a84ed14e02,python,24,11,13,121
NB_1b7218494c96aeddfe22449a126b555c1123f33bccc6400b6b6373de093a1397,R,13,13,0,0
NB_136fba3b742f6463928b1ef7183a54af62f3b42d40564dd5306e04475aeea17d,python,14,6,8,123
NB_f48e0ee143123e0d36eb55a2e04c2792757ab85123d189169d0f22c4b52148e6,python,37,22,15,336
NB_9aba8a92adfa5a3c6a9d44ea55c0311c3343f255cbf99020aa5956853261ada0,python,37,18,19,252
NB_ed4f6d6ce00b35fcc95519b3e2d62fbc3f79eaf68ce801a65d032fc000e67c95,python,27,12,15,205
NB_57abad4df0215c8650df790bc5a70c9ff2dd5c9d8579cfee7ace352c31d559a3,python,20,8,12,41
NB_313d4f70de14f201f106d8312f3ff9924d7ff55d02626fb5bd8fb61b2d2ae85f,python,81,53,28,81
NB_b3f2e6e515dccf2e8866c573e9b6981fed5ffe2854e7db8a8f2374e6adb5b093,python,13,12,1,1
NB_0930335b1d6a43aa7645da7b13890078dbc4be7421c580eeeac2850fe80cab7f,python,35,18,17,38
NB_3eeef23fb2c3920c69710e76db485446094de892e7a4b4c2c3dfbaa5b38a3bd4,python,7,4,3,3
NB_9945416bcce67ee2f3d88c53f7cd512f63dacd71e8a4c22137f7f6c9d8e35dc9,others,58,50,8,10
NB_2418393502bfa8910eaeedd8637e56e094fc99359cef11867fe9373b8f7134ea,python,52,24,28,80
NB_9542eef7069630cb11f213f25af9d6adeec1369ebfb9fcddb21c933a35c7b91b,python,75,48,27,42
NB_36be18a533053cc7954e9cb133ae0730bf98f7c3abbc82f832eabb8bfb96a224,python,11,10,1,1
NB_982a04ad6ebb5edcb1d622746a0bd505dd724da6d3d9596c97f0a53d08d993ae,python,12,12,0,0
